Robustness Testing Methods;Metody Testowania Odporności ;;
Monte Carlo Simulation Settings;Ustawienia Symulacji Monte Carlo ;;
Number of simulations;Liczba symulacji ;;
Confidence level for reporting;Poziom zaufania, który będzie objęty raportem ;;
Use Robustness Testing Monte Carlo Analysis;Użyj Testowania Odporności na podstawie Analizy Monte Carlo ;;
Randomize Trades Order;Zrandomizuj Kolejność Transakcji ;;
Randomize Strategy Parameters;Zrandomizuj Parametry Strategii ;;
Probability of change;Prawdopodobieństwo zmiany ;;
Max parameter change;Maksymalna zmiana parametru ;;
Randomize Starting Bar;Zrandomizuj Słupek Początkowy ;;
Max starting bar change;Maksymalna zmiana słupku początkowego ;;
Randomize History Data;Zrandomizuj Dane Historyczne ;;
Max price change;Maksymalna zmiana ceny ;;
% of ATR;% ATR ;;
Randomly Skip Trades;Losowo Pomiń Transakcje ;;
Skip trade probability;Prawdopodobieństwo pominięcia zagrania ;;
Setting;Ułożenie ;;
Default text;Domyślny tekst ;;
Value must be in range %d - %d!;Wartość musi mieścić się w zakresie %d - %d! ;;
Define the behavior of the strategy, if it should take only long, only short or both positions, etc.;Określ działanie strategii, jeśli zajmuje ona tylko pozycje na Long, tylko na Short lub obie pozycje itp. ;;
The strategies in initial population are generated randomly using the blocks you select, with the defined probability.;Strategie populacji początkowej są generowane losowo, przy użyciu wskazanych bloków konstrukcyjnych i na podstawie zdefiniowanego prawdopodobieństwa. ;;
Stop Loss & Profit Target Options;Opcje Stop Lossa i Profit Targetu ;;
SL is Required;SL jest Wymagany ;;
PT is Required;PT jest Wymagany ;;
SL/PT based on;Ustawienie SL/PT w oparciu o ;;
fixed pips;stałą wielkość pipsów ;;
Limit Risk Reward Ratio (SL vs PT) to a range;Ogranicz Stosunek Ryzyka do Zysku (SL vs PT) do zakresu ;;
SL/PT in pips;SL/PT w pipsach ;;
Minimum:;Minimum: ;;
Maximum;Maksimum: ;;
Max Period for Indicators;Okres Maksymalny dla Wskaźników ;;
Max Period for Price Patterns;Okres Maksymalny dla Formacji Cenowych ;;
Min ATR Multiple;Minimalna Wielokrotność ATR ;;
Max ATR Multiple;Maksymalna Wielokrotność ATR ;;
Long/ShortExit Rules symmetry;Symetria Reguł Wyjściowych na Long/Short ;;
Long/ShortEntry Rules symmetry;Symetria Reguł Wejściowych na Long/Short ;;
Dont use price range indicators (ATR, Bar Range etc.) in conditions;Nie używaj wskaźników zakresu cenowego (ATR, Bar Range itp.) w warunkach ;;
Checking this will restrict ATR to be used only for stop/limit prices;Sprawdzanie tego spowoduje, że ATR będzie stosowany tylko w przypadku cen stop/limit ;;
Stop/Limit order fill type;Wypełnienie zlecenia typu Stop/Limit ;;
Default (Strict);Domyślnie (ściśle) ;;
Liberal;Łagodnie ;;
There are no settings for Strategy Testing mode.;Brak ustawień dla trybu Testowania Strategii. ;;
Out of Sample %;Out of Sample % ;;
Walk Forward Runs;Serie Walk Forward ;;
In Sample days;Dni In Sample ;;
Out of Sample days;Dni Out of Sample ;;
Multi Walk-Forward Analysis;Analiza Multi Walk-Forward ;;
Define specific days;Określ konkretne dni ;;
"Out of Sample""+"" %";"Out of Sample""+"" % ";;
Increment;Przyrost ;;
Single Walk-Forward Analysis;Pojedyncza Analiza Walk-Forward ;;
Define specific number of days;Określ konkretną liczbę dni ;;
Ranking Options;Opcje Klasyfikacji ;;
Success Criteria;Kryteria Sukcesu ;;
List of trades;Lista transakcji ;;
Equity chart;Wykres krzywej kapitału ;;
Trade analysis;Analiza handlu ;;
Overview;Przegląd ;;
Robustness analysis;Analiza Odporności ;;
Source code;Kod źródłowy ;;
Strategy settings;Ustawienia strategii ;;
Title;Tytuł ;;
Test strategies;Przetestuj strategie ;;
Total number of tests (approx.);Łączna liczba testów (w przybliżeniu) ;;
Running test number;Przebiega test numer ;;
Strategy to optimize;Strategia do zoptymalizowania ;;
Simple Optimization;Prosta optymalizacja ;;
Walk-Forward Optimization;Optymalizacja Walk-Forward ;;
Walk-Forward Matrix;Walk-Forward Matrix ;;
Incorrect Strategy Parameters definition!;Niepoprawna Definicja Parametrów Strategii! ;;
Number of tests must be greater than 1.;Liczba testów musi być większa niż 1. ;;
Redefine Strategy Parameters (Settings->Parameters->Strategy Parameters table) and try again.;Zdefiniuj Ponownie Parametry Strategii (Ustawienia->Parametry->Tabela Parametrów strategii) i spróbuj ponownie. ;;
Walk-Forward Matrix error;Błąd Walk-Forward Matrix ;;
There is a problem in Settings.\nIf you use 'Trade on Bar Open' testing precision you cannot use strategy that uses Enter at Stop/Limit order type.;Wystąpił problem z Ustawieniami.\nJeśli używasz precyzji testowania 'Trade on Bar Open', nie możesz używać strategii, która używa zlecenia typu Wejdź na Stop/Limit. ;;
Result tab 'Optimization results' and 'Walk-Forward results' will be deleted!;Zakładki wyników 'Wyniki optymalizacji' i 'Wyniki Walk-Forward' zostaną usunięte! ;;
Strategies of both of them will be lost if they are not saved.;Strategie znajdujące się na każdej z nich będą utracone, jeśli nie zostaną zapisane. ;;
Generations;Generacje ;;
Elapsed Time;Mijający Czas ;;
Population;Populacja ;;
Memory Usage;Zużycie Pamięci ;;
Heap Size;Wielkość Pamięci Heap ;;
Time;Czas ;;
Memory;Pamięć ;;
Request GC;Zażądaj GC ;;
Perform garbage collection (the JVM may ignore this request).;Przeprowadź usuwanie śmieci (JVM może zignorować to żądanie). ;;
Top Strategy;Najlepsza Strategia ;;
Top 5 Strategies Avg;Średnia 5 Najlepszych Strategii ;;
Global Mean;Średnia Globalna  ;;
Population Mean;Średnia Populacji ;;
Population Fitness;Sprawność Populacji ;;
Last;Zeszłe ;;
Epochs;Epoki ;;
Fitness of Top Strategy;Sprawność Najlepszej Strategii ;;
Avg Fitness of Top 5 Strategies;Średnia Sprawność 5 Najlepszych Strategii ;;
Global Mean Fitness;Globalna Średnia Sprawność ;;
Population Mean Fitness;Średnia Sprawność Populacji ;;
An internal error occured.;Wystąpił błąd wewnętrzny. ;;
"Missing \""ENTRY LONG\"" trade condition.";"Brakuje warunku handlowego \""ENTRY LONG\”.  ";;
"\""EXIT LONG\"" trade condition can be specified only if \""ENTRY LONG\"" trade condition exists.";"Warunek handlowy ""EXIT LONG"" można określić tylko wtedy, gdy istnieje warunek handlowy \""ENTRY LONG\"". ";;
"Missing \""ENTRY SHORT\"" trade condition.";"Brakujące warunki handlowe \""ENTRY SHORT\"". ";;
"\""EXIT SHORT\"" trade condition can be specified only if \""ENTRY SHORT\"" trade condition exists.";"Warunek handlowy \""EXIT SHORT\"" można określić tylko wtedy, gdy istnieje warunek handlowy \""ENTRY SHORT\"". ";;
"Invalid conditional expression on tab \""%s\"". \n Missing \""THEN\"" part.";"Nieprawidłowe wyrażenie warunkowe na karcie \""%s\"". \n Brakująca część \""THEN\"". ";;
"Incorrect condition on tab \""%s\"".";"Błędny warunek na zakładce \""%s\"". ";;
There is a non-ATR indicator used in Stop loss/Profit Target/Trailing Stop/ Move SL to BE, which is a mistake.;Inny wskaźnik, niż ATR zastosowano w Stop lossie/Profit Targecie/Trailing Stopie/Move SL na BE, co jest błędem. ;;
Do you want to correct the strategy?;Czy chcesz poprawić strategię? ;;
Start Strategy Editor failed.;Uruchomienie Edytora Strategii nie powiodło się. ;;
Strategy Editor error;Błąd Edytora Strategii ;;
Error: Load custom indicators from StrategyQuant failed!;Błąd: Załadowanie wskaźników użytkownika ze StrategyQuantu nie powiodło się! ;;
Trade Conditions;Warunki Handlowe ;;
Strategy Editor;Edytor Strategii ;;
Edit your strategies using this editor.;Edytuj swoje strategie za pomocą tego edytora. ;;
Strategy Editor dialog;Okno dialogowe Edytora Strategii ;;
Test validity;Testuj ważność ;;
Save changes;Zapisz zmiany ;;
Strategy is valid;Strategia jest ważna ;;
Info;Informacje ;;
The strategy has been successfully saved to Databank.;Strategia została pomyślnie zapisana w Bazie Danych. ;;
Strategy Editor Info;Informacje o Edytorze Strategii ;;
Save Strategy failed!;Zapisanie Strategii nie powiodło się! ;;
Please see the log file for more details.;Aby uzyskać więcej informacji, zajrzyj do Pliku Dziennika. ;;
The Strategy Editor configuration file is invalid. Please contact to our support team.;Nieprawidłowy plik konfiguracyjny Edytora Strategii. Prosimy o kontakt z naszym zespołem pomocy technicznej. ;;
Action is not selected.;Akcja nie jest wybrana. ;;
Invalid condition!;Nieprawidłowy warunek! ;;
Hour must be an integer in the range 0-24.;Godzina musi być liczbą całkowitą z przedziału 0-24. ;;
Strategy Editor Error;Błąd Edytora Strategii ;;
Minute must be an integer in the range 0-60.;Minuta musi być liczbą całkowitą z przedziału 0-60. ;;
Left & Right parameter (%s-%s) must have the same type.;Lewy i Prawy parametr (%s-%s) muszą być tego samego typu. ;;
Invalid conditional expression;Nieprawidłowe wyrażenie warunkowe ;;
The condition consists of three parts (Left/ Right parameter & Operator).;Warunek składa się z trzech części (Parametr Lewy/Prawy i operator). ;;
You need to provide all the required parameters.;Musisz podać wszystkie wymagane parametry. ;;
Move Stop Loss to Break Even dialog;Okno dialogowe Stop Loss na Break Even ;;
Stop Loss dialog;Okno dialogowe Stop Lossa ;;
Profit Target dialog;Okno dialogowe Profit Targetu ;;
Profit Trailing dialog;Okno dialogowe Trailing Profitu ;;
Order Price dialog;Okno dialogowe Zlecenia Ceny ;;
Stop Trailing dialog;Okno dialogowe Trailing Stopu ;;
Operation Parameter dialog;Okno dialogowe Parametru Akcji ;;
Price dialog;Okno dialogowe Ceny ;;
Price is not selected.;Cena nie została wybrana. ;;
Price Range is not selected.;Zakres cen nie został wybrany. ;;
Price value is not valid.;Wartość ceny jest nieprawidłowa. ;;
Coefficient value is not valid.;Wartość współczynnika jest nieprawidłowa. ;;
Price Range value is not valid.;Wartość przedziału cenowego jest nieprawidłowa. ;;
Price Range dialog;Okno dialogowe Zakresu cenowego ;;
Order Price;Cena Zlecenia ;;
Stop Trailing;Stop Trailing ;;
Operation Parameter is not selected.;Parametr Akcji nie jest wybrany. ;;
The value must be a floating point number greater than 0.;Wartość musi być liczbą zmiennoprzecinkową większą niż 0. ;;
Move Stop Loss to Break Even is;Przenieś Stop Loss na Break Even wynosi ;;
Stop Loss is;Stop Loss wynosi ;;
Profit Target is;Profit Target wynosi ;;
Profit Trailing is;Profit Trailing wynosi ;;
based;na podstawie ;;
Property value is not valid.;Wartość własności jest nieprawidłowa. ;;
Quick add;Szybkie dodanie ;;
Add new condition;Dodaj nowy warunek ;;
Do you really want to remove the selected condition?;Czy na pewno chcesz usunąć wybrany warunek? ;;
Confirm deleting condition;Potwierdź usunięcie warunku ;;
Please select a Condition.;Wybierz Warunek. ;;
Delete Condition;Usuń Warunek ;;
Edit condition;Edytuj warunek ;;
IF;JEŚLI ;;
Input allow only '%c' characters!;Dane wejściowe zezwalają tylko na znaki '%c'! ;;
You can add only one Action.;Możesz dodać tylko jedno Działanie. ;;
Add Action;Dodaj Działanie ;;
Add new action;Dodaj nowe działanie ;;
Do you really want to remove the selected action?;Czy na pewno chcesz usunąć wybrane działanie? ;;
Confirm deleting action;Potwierdź usunięcie działania ;;
Please select a Action.;Proszę Wybrać Działanie. ;;
Delete Action;Usuń Działanie ;;
Edit action;Edytuj działanie ;;
THEN;WTEDY ;;
Entry LONG;Wejście na LONG ;;
Entry SHORT;Wejście na SHORT ;;
Exit LONG;Wyjście na LONG ;;
Exit SHORT;Wyjście na SHORT ;;
Trades by hour;Transakcje według godzin ;;
Hour;Godzina ;;
Trades by weekday;Transakcje według dnia tygodnia ;;
Weekday;Dzień tygodnia ;;
Trades by day;Transakcje według dnia ;;
Day;Dzień ;;
Trades by month;Transakcje według miesiąca ;;
Month;Miesiąc ;;
Trades by year;Transakcje według roku ;;
Year;Rok ;;
P/L by hour;P/L według godzin ;;
P/L;P/L ;;
P/L by weekday;P/L według dnia tygodnia ;;
P/L by day;P/L według dnia ;;
P/L by month;P/L według miesiąca ;;
P/L by year;P/L według roku ;;
Long vs Short trades;Transakcje na Long vs Short ;;
Long vs Short P/L;P/L Transakcji na Long vs Short ;;
Order type;Typ zlecenia ;;
Wins/Losses by hour;Zyski/Straty według godzin ;;
Wins/Losses;Zyski/Straty ;;
Wins/Losses by day;Zyski/Straty według dnia ;;
Wins/Losses by weekday;Zyski/Straty według dnia tygodnia ;;
Wins/Losses by month;Zyski/Straty według miesiąca ;;
Wins/Losses Profit by hour;Dochód Zysków/Strat według godzin ;;
Wins/Losses Profit;Dochód Zysków/Strat ;;
Wins/Losses Profit by day;Dochód Zysków/Strat według dnia ;;
Wins/Losses Profit by weekday;Dochód Zysków/Strat według dnia tygodnia ;;
Wins/Losses Profit by month;Dochód Zysków/Strat według miesiąca ;;
Display results in;Wyświetl wyniki w ;;
Money;Pieniądzach ;;
Pips;Pipsach ;;
Show stagnation on chart;Pokaż stagnację na wykresie ;;
X Axis (for portfolio it will be always time);Oś X (dla portfela strategii zawsze oznacza czas) ;;
Column 1;Kolumna 1 ;;
Column 2;Kolumna 2 ;;
Column 3;Kolumna 3 ;;
Trade Analysis;Analiza Handlu ;;
Trade period by;Okres handlu według ;;
Open Time;Czas Otwarcia ;;
Close Time;Czas Zamknięcia ;;
Cancel;Anuluj ;;
Task Info;Informacje o Zadaniu ;;
Trade on Bar Open (fastest);Handluj na Otwarciu Słupka (najszybszy sposób) ;;
Selected Timeframe only (fastest);Tylko na wybranym przedziale czasowym (najszybszy sposób) ;;
1 Minute data (slow);Dane 1 minutowe (wolny) ;;
Tick simulation (slowest);Symulacja Ticków (najwolniejszy sposób) ;;
Real Tick (slowest);Rzeczywiste Ticki (najwolniejszy sposób) ;;
Double-click on result in results table to see the details of the strategy.;Kliknij dwukrotnie na wynik w tabeli wyników, aby zobaczyć szczegóły strategii. ;;
PROFIT IN PIPS;ZYSK W PIPSACH ;;
PROFIT IN MONEY;ZYSK W PIENIĄDZACH ;;
MONTHLY PERFORMANCE;MIESIĘCZNA WYDAJNOŚĆ ;;
Direction;Kierunek ;;
Both sides;Na obie strony ;;
Long;W kierunku na Long ;;
Short;W kierunku na Short ;;
All;Wszystko ;;
Out of Sample;Out of Sample ;;
TOTAL PROFIT;ŁĄCZNY ZYSK ;;
YEARLY AVG PROFIT;ŚREDNI ROCZNY ZYSK ;;
# OF TRADES;# Z TRANSAKCJI ;;
DRAWDOWN;OBSUNIĘCIE ;;
SHARPE RATIO;PROPORCJA SHARPE ;;
% DRAWDOWN;% SPADEK WARTOŚCI ;;
PROFIT FACTOR;WSPÓŁCZYNNIK ZYSKU ;;
DAILY AVG PROFIT;CODZIENNY ŚREDNI ZYSK ;;
RETURN / DD RATIO;STOSUNEK ZWROTU / SPADKU WARTOŚCI ;;
MONTHLY AVG PROFIT;MIESIĘCZNY ŚREDNI ZYSK ;;
WINNING PERCENTAGE;PROCENT WYGRANYCH ;;
AVERAGE TRADE;ŚREDNIA TRANSAKCJA ;;
STATS;STATYSTYKI ;;
Wins / Losses Ratio;Stosunek Zysków / Strat ;;
Payout Ratio (Avg Win/Loss);Współczynnik Wypłaty (śr. Zysków/Strat) ;;
Average # of Bars in Trade;Średnia liczba # Słupków w Transakcji ;;
Deviation;Odchylenie ;;
Stagnation in %;Stagnacja w % ;;
Strategy;Strategia ;;
Average Win;Średnia Zysk ;;
Average Loss;Średnia Strata ;;
Avg Consec Wins;Średnia Sukcesywnych Zysków ;;
Avg Consec Loss;Średnia Sukcesywnych Strat ;;
Avg # of Bars in Wins;Średnia liczba słupków w Zyskownych transakcjach ;;
Avg # of Bars in Losses;Średnia liczba słupków w Stratnych transakcjach ;;
MONTHLY PERFORMANCE ($);MIESIĘCZNA WYDAJNOŚĆ ($) ;;
Jan;Sty ;;
Feb;Lut ;;
Mar;Mar ;;
Apr;Kwi ;;
May;Maj ;;
Jun;Cze ;;
Jul;Lip ;;
Aug;Sie ;;
Sep;Wrz ;;
Oct;Paz ;;
Nov;Lis ;;
Dec;Gru ;;
YTD;Od początku roku do dziś ;;
ANNUAL % / Max DD %;ROCZNE % / maks. Obsunięcie % ;;
R EXPECTANCY;Z OCZEKIWANIE ;;
R EXPECTANCY SCORE;Z OCZEKIWANIE WYNIKÓW ;;
STRATEGY QUALITY NUMBER;NUMER JAKOŚCI STRATEGII ;;
YEARLY AVG % RETURN;ŚREDNI ROCZNY ZWROTU % ;;
SQN SCORE;SQN WYNIK ;;
None;Zaden ;;
All time;Cały czas ;;
Stagnation Marker;Znacznik Stagnacji ;;
X Axis;Oś X ;;
No data for export.;Brak danych do eksportu. ;;
Export error;Błąd eksportu ;;
Export Data to CSV file failed!;Eksport Danych do pliku CSV nie powiodło się! ;;
Analysis for;Analiza ;;
Analysis for all years;Analiza wszystkich lat ;;
Analysis for %d;Analiza dla %d ;;
Open time;Czas otwarcia ;;
Close time;Czas zamknięcia ;;
Order;Zlecenie ;;
Open price;Cena otwarcia ;;
Size;Wielkość ;;
Close price;Cena zamknięcia ;;
Profit/Loss;Zysk/strata ;;
MAE;MAE ;;
MFE;MFE ;;
Time in trade;Czas w handlu ;;
Strategy name;Nazwa strategii ;;
Profit/Loss in pips;Zysk/Strata w pipsach ;;
You have unsaved changes in your view.;W widoku są niezapisane zmiany. ;;
Are you sure you want to quit without saving?;Czy na pewno chcesz zakończyć bez zapisania? ;;
Do you really want to remove the selected view?;Czy wybrany widok na pewno ma zostać usunięty? ;;
Save view failed!\nPredefined view.;Zapisanie widoku nie powiodło się!\nPredefinowany widok. ;;
Save view failed!\nThe view name cannot contain any special characters.;Zapisanie widoku nie powiodło się!\nNazwa widoku nie może zawierać żadnych znaków specjalnych. ;;
Save view failed!\nAll view name(s) must be unique.;Zapisanie widoku nie powiodło się!\nWszystkie nazwy widoku muszą być unikalne. ;;
You can select ONLY one column in 'Columns in view' table!;Możesz wybrać TYLKO jedną kolumnę z tabeli 'Widocznych kolumn'! ;;
Column Reorder Error;Błąd Zmiany Kolejności Kolumn ;;
Predefined column!;Wstępnie zdefiniowana kolumna! ;;
Edit selected view;Edytuj wybrany widok ;;
View name;Nazwa widoku ;;
All available columns;Wszystkie dostępne kolumny ;;
Columns in view;Kolumny w widoku ;;
Move up;Podnieś ;;
Move down;Obniż ;;
Clone;Klonuj ;;
Unknown date format for '%s'!;Nieznany format daty dla '%s'! ;;
Some source code(s) cannot be saved.;Niektóre kod(y) źródłowe nie można zapisać. ;;
List of unsaved strategies ;Lista niezapisanych strategii ;;
Save source code(s) error;Błąd zapisu kodu / kodów źródłowych ;;
Save source code(s);Zapisz kod(y) źródłowe ;;
Some strategy(s) cannot be saved.;Niektóre ze strategii nie można zapisać. ;;
Save strategies error;Błąd zapisywania strategii ;;
Specified folder '%s' doesn't exist!;Wyznaczony folder '%s' nie istnieje! ;;
Maximum allowed total trades. It must be non-zero, the maximum value is 100.000.;Maksymalna dozwolona liczba transakcji. Podana wartość musi być nie-zerowa, wartość maksymalna to 100.000. ;;
Help (PDF);Pomoc (PDF) ;;
MT4 EA Guide (PDF);Przewodnik MT4 EA (PDF) ;;
Walk-Forward results for <b>Out of sample %d%% and Runs %d</b>;Wyniki Walk-Forward dla <b>Out of sample %d%% i Serii %d</b> ;;
Random generation of strategies based only<br>on Open, High, low, Close data;Losowe generowanie strategii opartych tylko na<br>dane Open, High, low, Close ;;
Genetic evolution of strategies based on<br>EMA and SMA crossings with various periods;Ewolucja Genetyczna strategii opartych na<br>przekrzyżowaniu EMA i SMA o różnych okresach ;;
Random generation of strategies based on<br>time and range breakouts;Losowe generowanie strategii opartych na<br>wybiciach z zakresu cenowego i czasowego ;;
Genetic evolution of strategies based on<br>momentum indicators like CCI and RSI;Ewolucja Genetyczna strategii opartych na<br>wskaźnikach momentum, takich jak CCI i RSI ;;
You can click on one of the four examples below to load settings that will generate the wanted strategies.<br/>This is just a small sample of what the program can do.;Kliknij na jeden z czterech poniższych przykładów, aby wczytać ustawienia, które wygenerują pożądane strategie.<br/>To tylko przykładowa i niewielka próbka tego, co potrafi program zrobić. ;;
Unknown source code generator name! Generator name: %s;Nieznana nazwa generatora kodu źródłowego! Nazwa generatora: %s ;;
Save source code  error;Podczas zapisywania kodu źródłowego wystąpił błąd ;;
Save source code error;Podczas zapisywania kodu źródłowego wystąpił błąd ;;
Unable to save Source code for Portfolio!;Nie można zapisać Kodu Źródłowego Portfela Strategii! ;;
Strategy_X.Y.str;Strategia_X.Y.str ;;
Saving source code(s);Zapisywanie kodu / kodów źródłowych ;;
Error!!! Unable to save source code(s)!;Błąd!!! Nie można zapisać kodu / kodów źródłowych! ;;
Change will take effect when you restart the application.</span>;Zmiana zacznie obowiązywać po ponownym uruchomieniu aplikacji. ;;
<strong>Singe threaded</strong> - program will run the backtests sequentially, one task after another. This is slower, but consumes less memory.;<strong>Pojedynczo wątkowy</strong> - backtesty zostaną przeprowadzone sekwencyjnie, jeden za drugim. Proces ten jest wolniejszy, ale ilość zużytej pamięci jest również mniejsza. ;;
<strong>Multi threaded</strong> - program runs multiple generations in parallel, each on its own processor core. It is faster, but it also consumes more memory and of course more processor power.;<strong>Wielo wątkowy</strong> - wiele generacji zostaje uruchomionych równolegle, każdy na własnym rdzeniu procesora. Ten proces jest szybszy, z kolei jednak zużywa on więcej pamięci komputera, jak również większą moc procesora. ;;
If you check this option, the list of trades will be stored only in a temporary file that is created for every strategy.<br>This greatly saves computer memory and you can run evolution on much larger populations.<br>The disadvantage is that when you'd want to see the strategy equity chart or list of trades, it has to be loaded from the temporary file, which will be slower than from memory.;Jeśli zaznaczysz tę opcję, lista transakcji zostanie zapisana tylko w tymczasowym pliku tworzonym dla każdej strategii.<br>To znacznie oszczędza pamięć komputera i można uruchomić ewolucję na znacznie większych populacjach.<br>Wadą jest to, że jeżeli chciałbyś zobaczyć wykres equity lub listę transakcji, muszą one zostać załadowane z pliku tymczasowego, co jest wolniejsze niż z pamięci komputera. ;;
Usually it is not necessary to keep track on expired and replaced orders, you should enable this option only if you need to check the list of complete trades.;Zwykle nie jest konieczne śledzić wygaśniete i zastąpione zlecenia. Tę opcję należy włączyć tylko wtedy, kiedy trzeba sprawdzić listę kompletnych transakcji. ;;
<p>If checked, long and short rules will share the same parameter names.<br>If you uncheck it, you'll be able to use different parameters for each direction.</p>;<p>Jeżeli ta opcja jest zaznaczona, reguły zagrań na long i short będą miały te same nazwy parametrów.<br>Jeżeli ta opcja jest odznaczona, to dla każdego kierunku będą mogły być użyte różne parametry.</p> ;;
<p>If checked, the strategy will contain parameters allowing you to control options like trading time ranges, check signals on bar open.</p>;<p>Jeżeli ta opcja jest zaznaczona, strategia będzie zawierała parametry pozwalające na kontrolę takich opcji, jak zakres czasu handlowego, jak sprawdzanie sygnałów na otwarciu słupka.</p> ;;
Check parts of the strategy (entry, order type, exit) that should be regenerated.<br/>For every part you can select if the part should be completely replaced (<strong>replace</strong>) or if new condition should be added to the existing part (<strong>add</strong>).;Sprawdź części strategii (wejście, rodzaj zlecenia, wyjście), które powinny zostać zregenerowane.<br/>Dla każdej części można wybrać, czy część ma być kompletnie zamieniona (<strong>wymień</strong>), czy też należy dodać nowy warunek do istniejącej już części (<strong>dodaj</strong>). ;;
What;Co ;;
Strategy Selection Criteria - Determine Best Strategies by;Kryteria Selekcji Strategii - Określ Najlepsze Strategie wg ;;
Net Profit (Return);Zysku Netto (Zwrotu) ;;
Return / Drawdown ratio;Stosunek Zysku / Spadku wartości ;;
R Expectancy (Van Tharp);Z Oczekiwania (Van Tharp) ;;
R Expectancy Score (expectancy * opportunity, Van Tharp);Wyniku Z Oczekiwania (oczekiwanie * okazja, Van Tharp) ;;
Annual Return % / Max DD %;Rocznego zwrotu % / maks. DD % ;;
Weighted Fitness;Ważona Sprawność ;;
System Quality Number (Van Tharp);Numer Jakości Systemu (Van Tharp) ;;
System Quality Number score (Van Tharp + MF);Wynik Numeru Jakości Systemu (Van Tharp + MF) ;;
If you check this option, the list of trades will be stored only in a temporary file that is created for every strategy.<br>This greatly saves computer memory and you can run evolution on much largrer populations.<br>The disadvantage is that when you'd want to see the strategy equity chart or list of trades, it has to be loaded from the temporary file, which will be slower than from memory.;Jeśli zaznaczysz tę opcję, lista transakcji zostanie zapisana tylko w tymczasowym pliku tworzonym dla każdej strategii.<br>To znacznie oszczędza pamięć komputera i można uruchomić ewolucję na znacznie większych populacjach.<br>Wadą jest to, że jeżeli chciałbyś zobaczyć wykres equity lub listę transakcji, muszą one zostać załadowane z pliku tymczasowego, co jest wolniejsze niż z pamięci komputera. ;;
<b>No money management</b><br/>Strategy will trade with fixed number of lots.;<b>Brak zarządzania pieniędzmi</b><br/>Strategia będzie handlować ze stałą liczbą lotów. ;;
<b>Risk fixed amount of money</b><br/>Strategy will risk a given amount of money for every trade.<br/><br/>This is a basic money management without compounding. It can be used to test real performance of strategies where Stop loss is based on volatility (ATR).;<b>Stała kwota ryzykowanego kapitału</b><br/>Na każdą transakcję ryzykuje strategia określoną kwotę pieniędzy.<br/><br/>Chodzi o podstawowe zarządzanie pieniędzmi bez składania. Może być to stosowane do testowania rzeczywistych wyników strategii, w których Stop loss jest oparty na zmienności (ATR). ;;
<b>Risk fixed percentage of account size</b><br/>Strategy will risk a given % of equity for every trade.<br/><br/>This is a simple but very effective money management that will allow the strategy to increase the number of lots as your account grows.<br/><br/>It is recommended to risk around 2-5% of the account per trade.;<b>Stały ryzykowany procent wielkości konta</b><br/>Strategia ryzykuje dany % equity dla każdej transakcji.<br/><br/>Choć jest to proste, to jednak bardzo skuteczne zarządzanie pieniędzmi, które umożliwia strategii zwiększać liczbę lotów stosownie do wzrostu konta.<br/><br/>Zalecane ryzyko to 2-5% konta na transakcję. ;;
Matrix of Multiple Walk-Forward optimizations;Matrix Multiple Walk-Forward Optymalizacji ;;
You only have to load some strategies into the Databank in the Results screen,<br/>choose symbol, timeframe and period for backtest and the strategies<br/> will be re-tested using the chosen data.;Proszę załadować jakieś strategie do Bazy Danych na Ekranie wyników,<br/>wybierz symbol, interwał czasowy, okres backtestu i strategie<br/>zostaną ponownie przetestowane przy użyciu wybranych danych. ;;
Application Update;Aktualizacja Aplikacji ;;
File info.txt not found!;Nie znaleziono pliku info.txt! ;;
Copying files:;Kopiowanie plików: ;;
Updating;Aktualizowanie ;;
Update completed!;Aktualizacja zakończona! ;;
You must restart your application to apply these changes.;Musisz ponownie uruchomić aplikację, aby zastosować zmiany. ;;
An error has occured;Wystąpił błąd ;;
Automatic Update Failed!;Automatyczna Aktualizacja nie powiodła się! ;;
Please download the update from our website and update manually.;Pobierz aktualizację z naszej witryny i zaktualizuj ją ręcznie. ;;
Yes;Tak ;;
<strong>New update available.</strong><br/>Do you want to update now?;<strong>Dostępna jest nowa aktualizacja.</strong><br/>Czy chcesz teraz dokonać aktualizacji? ;;
Some strategy(s) cannot be saved as HTML report.;Niektórych strategii(ę) nie można zapisać jako raportu HTML. ;;
Save strategies as HTML error;Błąd Zapisywania strategii jako HTML ;;
Unable to save Strategy with Additional data as HTML Report.;Nie można zapisać Strategii z Dodatkowymi danymi w postaci raportu HTML. ;;
Equity;Equity ;;
No Drawdown data available, please retest the strategy;Brak Danych Spadku Wartości, przetestuj ponownie strategię ;;
Volume;Wolumen ;;
Original strategy;Strategia oryginalna ;;
opt;optuj ;;
run;biegnij ;;
WF periods;Okresy WF ;;
Max stagnation;Maksymalna stagnacja ;;
Hide;Ukryj ;;
In money;W pieniądzach ;;
In;W ;;
In pips;W pipsach ;;
Draw lines;Narysuj linie ;;
Don't show;Nie pokazuj ;;
Either Maximum ATR Multiple has to be decreased or Minimum SL/PT has to be increased.\n\n;Zarówno Maksymalna wartość ATR Multiple musi zostać pomniejszona lub wartość minimalna SL/PT musi zostać powiększona.\n\n ;;
By clicking Yes it wil be corrected automatically.\n;Klikając na przycisk Tak zostanie to zrobione automatycznie.\n ;;
By clicking No you can correct it manually.;Klikając na przycisk Nie, możesz poprawić to ręcznie. ;;
