Avg Consec. Losses;Prům. ztrát v řadě
Average Consecutive Losses;Průměrně ztrát v řadě za sebou
Avg Consec. Wins;Prům. zisků v řadě
Average Consecutive Wins;Průměrně zisků v řadě za sebou
Avg. Profit Per Day;Prům. zisk za den
Avg. Profit Per Month;Prům. zisk za měsíc
Avg. Profit Per Year;Prům. zisk za rok
Avg. Trade;Prům. obchod
Avg. Trades Per Day;Prům. obchodů za den
Avg. Trades Per Month;Prům. obchodů za měsíc
Avg. Trades Per Year;Prům. obchodů za rok
Average Winning Trade;Prům. ziskový obchod
Backtest Duration (s);Trvání backtestu (sekund)
Backtest duration in seconds;Trvání backtestu v sekundách
CAGR;CAGR
Compound Annual Growth Rate;Složený poměr roční rychlosti růstu
CalmarRatio;CalmarRatio
Commission;Komise
Degrees of freedom;Počet stupňů volnosti
Max Drawdown in %;Maximální propad kapitálu v %
Max DD pips;Max DD pipů
Max Drawdown in pips;Maximální propad kapitálu v pipech
Exposure = # bars in all positions / total # bars in the sample;Expozice = # úseček ve všech pozic / celkový # úseček ve vzorku
Gross profit;Hrubý zisk
Initial deposit;Počáteční vklad
Max Consec. Losses;Max. ztrát v řadě
Maximum Consecutive Losses;Maximálně ztrát za sebou
Max Consec. Wins;Max. zisků v řadě
Maximum Consecutive Wins;Maxiálně zisků za sebou
Max Profit;Max. zisk
Mini equity chart;Mini equity chart
# of canceled;# zrušeno
Number of canceled trades;Počet zrušených obchodů
# of losses;# ztrát
Number of losses;Počet ztrát
# of profits;# zisků
Number of profits;Počet zisku
Payout ratio;Výnosový poměr
Results Name;Název výsledků
RSquared;RSquared
RSquared - how straight is the equity curve;RSquared - jak přímá je equity křivka
Sharpe Ratio (annualized);Sharpe poměr (anualizováno)
Strategy Quality Number;Kvalita strategie
Strategy Quality Number Score;Skóre kvality strategie
Stability - how straight and steep is the equity curve;Stabilita - jak rovná a strmá je equity křivka
Standard Deviation of Trades;Směrodatná odchylka obchodů
Symbol on which the test was made;Symbol, na kterém byla zkouška provedena
How symmetrical is profit between Long and Short side?;Jak symetrický je zisk mezi long a short stranou?
TimeFrame;Časový rámec
Timeframe on which the test was made;Časový rámec, na kterém byla zkouška provedena
Total Trading Days;Celkový počet obchodních dnů
Total Trading Months;Celkový počet obchodních měsíců
Total Trading Years;Celkový počet obchodních roků
Trades Symmetry;Symetrie obchodů
How symmetrical is number oftrades between Long and Short side?;Jak symetrický je počet obchodů mezi long a short stranou?
Winning Percent;Procento ziskovosti
Worst Year Profit;Nejhorší ziskový rok
ZProbability;ZProbability
ZScore;ZScore
Balance;Zůstatek
BarsInTrade;Úseček v rámci obchodu
Close type;Typ uzavření
Comm/Swap;Poplatek / Swap
MAE ($);MAE ($)
MAE (pips);MAE (pipů)
MFE ($);MFE ($)
MFE (pips);MFE (pipů)
Orig. Open time;Pův. čas otevření
% Drawdown;% propad
Profit/Loss Pct;Zisk / ztráta %
Profit/Loss Pips;Zisk / ztráta pipů
Result name;Název výsledku
Max Drawdown in one run;Maximální propad v jednom běhu
Max % Drawdown in one run;Max % propad v jednom běhu
Max profit in one run;Maximální zisk v jednom běhu
Max profit in one run as % of total;Maximální zisk v jednom běhu jako % z celkového
Max Stagnation in %;Max stagnace %
Min trades in one run;Min obchodů v jednom běhu
Percentage of profitable runs;Procento ziskových běhů
Number of closed positions;Počet uzavřených pozic
Number of closed trades;Počet uzavřených obchodů
Number of open positions;Počet otevřených pozic
Number of open trades;Počet otevřených obchodů
Average strategies per hour;Průměrě strategií za hodinu
Strategies;Strategie
Avg. strategies per hour;Prům. strategií za hodinu
Top 3 Strategies Avg;Top 3 strategie průměr
All Strategies Avg;Všechny strategie průměr
Heap memory chart;Graf paměti
Off-heap memory chart;Off-Heap paměťový graf
Off-Heap Size;Off-Heap velikost
Off-heap memory info;Off-Heap informace o paměti
Allocated objects;Alokované objekty
Allocated memory;Alokovaná paměť
Number of bars after which this trade will automatically be closed;Počet úseček, po kterých bude obchod automaticky uzavřen
Exit After Bars;Výstup po # úsečkách
Move StopLoss to Break Even;Pohybovat stoploss bodu zvratu
Move SL to BE;Posunout SL na BE
SL to BE - Add pips;SL na BE - přidat pipů
Trailing Stop;Trailing Stop
TS Activation Level;TS Level Aktivace
<b>Strategy will risk given amount of money for every trade</b><br/>This is basic money management without compounding. It can be used to test real performance of strategies whose Stop Loss is based on ATR.;<B> Strategie s daným množstvím peněz na každý obchod</br><br/>Jedná se o základním systém pro money-management bez navyšování. Toto může být použito k testování skutečné výkonnosti strategie, jejíž Stop Loss je založen na indikátoru ATR.
Order size will be rounded to the selected number of decimal places. Use 2 for microlots, 1 for mini lots and 0 for stocks and futures.;Velikost pozice bude zaokrouhlena na zvolený počet desetinných míst. Použijte 2 pro micro-loty, 1 pro mini-loty a 0 pro akcie a futures.
How many lots should be traded if we disable or cannot use Money Management - for example when computed trade size is 0;Kolik lotů by mělo být obchodovány, pokud nebude povolen nebo nelze použít money management - například když vypočítáná velikost obchodu je 0
Fixed amount: #RiskedMoney# $;Pevná částka: #RiskedMoney# $
RiskedMoney;Riskovaná částka
Size Decimals;Počet desetinných míst
Size if no MM;Velikost, pokud není použit MM
Order size (number of lots for forex);Velikost příkazu (počet lotů pro forex)
Fixed size: #Lots# lots;Pevná velikost: #Lots# lotů
<b>Risk fixed percentage of balance</b>;<b> Riskovat dané procento zůstatku účtu</b>
Risk fixed % balance;Riskovat dané % zůstatku
Risk fixed % balance: #Risk#%;Riskovat dané %: #Risk# %
If order doesn't have SL then this predefined StopLoss will be used to compute the correct trade size according to money management;Pokud nemá příkaz zadaný SL, pak tento předdefinovaný Stop Loss bude použit pro výpočet správné velikosti obchodu podle pravidel MM
Risk fixed % of account: #Risk#%, #Lots# lots, #MaxLots# max. lots;Riziko dané % z equity: #Risk# % #Lots# lotů, #MaxLots# max. lotů
Risk;Riziko
StopLoss in pips;Stop Loss v pipech
<b>Size computed as Balance / StockSize.</b> Position sizing method specifically for stocks.;<b>Velikost vypočtenou jako Zůstatek / Velikost akcie. </b>Metoda určená pro akcie 
If set to true, it will use current account balance. Otherwise it will use initial capital.;Je-li nastavena na hodnotu true, bude používat zůstatek účtu. V opačném případě bude používat výši počátečního kapitálu.
The biggest size allowed;Největší povolená velikost
Stocks size by price;Počet akcií podle ceny
Use account balance;Použít zůstatek na účtu
Maximum size;Maximální velikost
Randomize trades order;Náhodně řadit obchody
Randomize trades order, with method #Method#;Náhodně řadit obchody, metodou #Method#
Randomly skip trades;Náhodně přeskočit obchody
Randomly skip trades, with probability #Probability# %;Náhodně přeskočit obchody, s pravděpodobností #Probability# %
<b>Note!</b>If you choose this option then robustness tests will be tested with Selected Timeframe precision, while original strategy will be tested with configured precision.<br/>This might cause difference in results between original strategy and simulations because of different precision.<br/>To avoid this, use Selected Timeframe precision in Setings : Data.;"<b>Pozor!</b> Pokud zvolíte tuto možnost, pak test robustnost bude proveden s přesností konkrétního timeframe, zatímco původní strategie budou testovány s nakonfigurovaným přesností. <br/> To by mohlo způsobit rozdíly ve výsledcích mezi původní strategií a simulací z důvodu odlišné přesností <br/>Abyste tomuto předešli, použijte ""konkrétní timeframe"" přesnost v Nastavení -> Data."
Randomize history data;Náhodné řazení data
Randomize history data, with probability #Probability# % and max price change #MaxChange# % of ATR;Náhodné řazení historických dat, s pravděpodobností #Probability# % a max. změnou ceny #MaxChange# % ATR
Randomize min distance;Náhodná min vzdálenost příkazu
Randomize min distance from price from #Min# to #Max#;Náhodná min vzdálenost od ceny od #Min# do #Max#
Randomize slippage;Náhodný skluz
Randomize slippage from #Min# to #Max#;Náhodný skluz od #Min# do #Max#
Randomize spread;Náhodný spread
Randomize spread from #Min# to #Max#;Náhodný spread od #Min# do #Max#
Randomize starting bar;Náhodná počáteční úsečka
Randomize starting bar, with max change #MaxChange#;Náhodná počáteční úsečka s max změnou #MaxChange#
If true, it uses symmetric parameters - the parameters will be shared for long and short side. Otherwise, the parameters for long and short side will be independent.;Pokud je to podmínka platba, použijí se symetrické parametry - parametry budou sdíleny na long a short straně. V opačném případě budou parametry pro long a short stranu nezávislé.
Randomize strategy parameters, with probability #Probability# % and max change #MaxChange# %;Náhodné parametry strategie s pravděpodobností #Probability# % a maximální změna #MaxChange# %
Symmetric parameters;Symetrické parametry
Every trade will be allowed.;Každý obchod bude povolen.
Allow all trades;Povolit všechny obchody
SQ Default;SQ Výchozí
SQ with Portfolio;SQ s portfoliem
TS Overview;TS přehled
Long P/L;Long zisk/ztráta
Short P/L;Short zisk/ztráta
Long trades;Long obchody
Short trades;Short obchody
PL by Year;Zisk/ztráta od roku
PL in money by Year;Zisk/ztráta v penězích od roku
Loss;Ztráta
P/L Growth by duration;Růst zisku/ztráty podle délky trvání
P/L Growth / Time;Růst zisku/ztráty za čas
No commissions;Žádné poplatky
<b>Percentage based commissions</b><br/>Used mainly for stocks, it computes commission as % of actual price of purchased asset.;<b>Poplatky počítané procentuálně</b><br/>Používá se především pro akcie, což počítá provize v % z aktuální ceny nakupovaného aktiva.
Commission in % of price per full lot (5 means 5%);Provize v % z ceny za každý lot (5 znamená 5 %)
Percentage based;Založeno procentuálně
Commission #Commission# % price;Komise #Commission# % ceny
<b>Simple size-based commissions</b><br/>Simple method of commissions computation - it uses commissions in $ per lot and multiplies it by actual trade size.;<b>Komise zaležné na velikosti pozice</b><br/>Jednoduchý způsob výpočtu provize - používá provize v $ na lot a násobí ji skutečnou velikostí obchodu.
Commission in $ per complete lot;Komise v $ za celý lot
Size based;Dle velikost pozice
Commission per lot: #Commission# $;Komise za lot: #Commission# $
<b>No scaling</b>;<b>Ne škálování</b>
No scaling;No škálování
Close all positions at end of day?;Zavřít všechny pozice na konci dne?
End Of Day Timewhen to close all positions. If set to 0, it will close all positions from previous day at midnight.;Čas na konci dne, kdy uzavřít všechny pozice. Je-li nastavena na hodnotu 0, budou zavřeny všechny pozice předchozí den o půlnoci.
End Of Day Exit Time;Čas výstupu na konci dne
Close all positions at end of the week (Friday)?;Zavřít všechny pozice na konci týdne (pátek)?
Time on Friday when to close all positions;Čas v pátek, kdy se uzavřou všechny pozice
Friday Exit Time;Páteční čas výstupu
Limit trading to given time range?;Omezit obchodování na dané časové období?
Time range for taking signal - from time;Časový rozsah pro otevření obchodu - od času
Time range for taking signal - to time;Časový interval pro otevření obchodu - do čas
Close all positions at end of range?;Zavřít všechny pozice na konci rozsahu?
Limit Time Range;Omezení do časového rozsahu
Maximum allowed number of trades per day, 0 means there is no limit.;Maximální povolený počet obchodů za den. 0 znamená, že neexistuje žádné omezení.
Fixed amount, #RiskedMoney# $;Pevná částka, #RiskedMoney# ?
Fixed size, #Size# lots;Pevná velikost, #Size# lotů
Risk #Risk#% of balance;Riziko #Risk# % zůstatku
Risk #Risk#% of account;Riziko #Risk# % účtu
Stocks size by price, max #MaxSize# lots;Množství akcií podle ceny, max #MaxSize# lotů
Cannot find MT4 data folder in default location '%s'.;Nelze najít složku MT4 dat ve výchozím umístění '%s'.
Data folder doesn't contain MT4 history files.;Složka dat neobsahuje soubory historie MT4.
Every market;Každý trh
Market %s;Market %s
Choose conditions to add;Vybrat podmínky pro přidání
Search for condition;Vyhledávání podmínku
No results matching;Žádné odpovídající výsledky
Use offheap memory;Použít offheap paměti
Off-heap memory bypasses Java memory management for some allocated objects.;Off-heap paměti obchází správu paměti Javou pro některé alokované objekty.
It results in less frequent use of Java garbage collector, which might make program faster.;To má za následek méně časté využití funkce Java garbage collector a možního zrychlení běhu programu.
Actual results may vary, it depends a lot on your configuration.;Skutečné výsledky se mohou lišit v závislosti na vaší konfiguraci.
Using offheap memory could sometimes cause Java crashes - if you experience crashes turn it off.;Používání offheap paměti by mohlo někdy způsobit chybu Java - v případě pádů funkci vypněte
Accelerate internal browser using GPU;Urychlit interní prohlížeč pomocí GPU
Cannot get databank view;Nelze získat pohled databanky
<b>Strategy problems:</b><br>;<b>Problémy strategie: </b><br>
Cannot delete view. %s;Nelze smazat pohled. %s
Tradelist view removed;Tradelist pohled odstraněn
Ranking & Filtering;Hodnocení a filtrování
Settings reset;Nastavení resetování
Do you want to reset your settings to '%s' strategy type?;Chcete obnovit nastavení na '%s' typ strategie?
# of Conditions, Periods;# podmínek, Období
Trading directions;Směry obchodů
With %d conditions;S %d podmínkami
With %d condition(s);S %d podmínkou
If checked the project will pause until you unpause it.;Po zatržení se prijekt zastaví dokud jej znovu nespustíte
This lets you do manual filtering of strategies or review of the project process.;To umožňuje provádět ruční filtrování strategií nebo revizi projektového procesu.
This cross check uses Monte Carlo method to perform various simulations of resulting equity curve by manipulating the order of the trades.<br/>It allows you to quickly assess how much the good results are dependent on order of the trades.;Tato Cross check kontrola používá metodu Monte Carlo simulaci k provedení různých simulací výsledné equity křivky tím, že manipuluje pořadí obchodů.<br/>To vám umožní rychle posoudit, jak jsou výsledky závislé na pořadí obchodů.
Monte Carlo retest methods;Monte Carlo metody retestování
This cross check uses Monte Carlo methods that perform simulations that require retesting the strategy - using different spread, parameters or history data.<br/>Note that it is slow, strategy will have to be retested multiple times, depending on your number of simulations.;Tato Cross check kontrola používá Monte Carlo metodu, která slouží k provádění simulace, které vyžadují opakované testování strategie - pomocí různé hodnty spreadů, parametrů nebo historických dat.<br/>Testování probíhá pomalu, neboť každá strategie bude muset být znovu otestována vícekrát, v závislosti na počtu simulací.
This cross check retest the strategy on multiple additional markets (symbols).<br/>It allows you to compare the performance on multiple symbols, ideally you want to find the strategy that will work on multiple markets.;Tato Cross check kontrola znovu otestuje strategii na několika dalších trzích<br/>To vám umožní porovnat výkon na více  trzích, v ideálním případě, že chcete najít strategii, která bude pracovat na více trzích.
This cross checks retests the strategy with higher precision.<br/>It can be used if you are using the lowest 'Selected timeframe' precision in the main backtest to quickly find and evaluate the valid strategies. You can then use this cross check to retest the strategy with higher precision to see if it performs in a same way with higher precision backtesting.;Tato Cross check kontrola retestuje strategii s vyšší přesností.<br/>Lze použít, pokud používáte nejnižší přesnost 'Selected Timeframe' v hlavním backtestu k rychlému nalezení a vyhodnocení platné strategie. Potom můžete použít tuto kontrolu, aby byla strategie otestována znova s vyšší přesností k porovnání výsledků testů s nižší přesností.
This cross check performs Walk-Forward Matrix evaluation of the strategy using the settings below.<br/>Be aware that WF Matrix is extremely slow, it consists of running a number of WF optimizations, which themselves are very slow.<br/>The number of backtests required can easily grow to thousands or even tens of thousands for one WF optimization,<br/>so it is a good idea to limit the maximum tests for one WF optimization to some realistic number.;Tato Cross check kontrola provádí Walk-Forward Matrix tets strategie pomocí nastavení níže.<br/>WF Matrix je velmi pomalý, neboť provádí řadu WF optimalizací, které samy o sobě jsou pomalé.<br/>počet backtests požadovaných snadno pěstovat na tisíce nebo dokonce desítky tisíc na jednu WF optimalizaci,<br/>takže je dobrou praxí omezit maximální počet zkoušek pro jednu WF optimalizaci na nějaké realistické číslo.
This cross check performs Walk-Forward Optimization of the strategy using the settings below.<br/>Be aware that WF optimization is very slow, it requires repeated backtests of the strategy in different time ranges and using different parameter values.<br/>The number of backtests required can easily grow to thousands or even tens of thousands for one WF optimization, so it is a good idea to limit the maximum tests to some realistic number.;Tato Cross check kontrola provádí Walk-Forward Optimalizace strategie pomocí nastavení níže.<br/>Uvědomte si, že WF optimalizace je velmi pomalá, vyžaduje opakované backtests strategie v různých časových rozmezích a používat různé hodnoty parametrů. Pračce počet backtests požadovaných snadno pěstovat na tisíce nebo dokonce desítky tisíc za jednu WF optimalizace, takže je to dobrý nápad omezit maximální testy do určité realistické číslo.
Weighted Fitness (multiple goals);Vážená fitness (více optimalizačních cílů)
no;ne
%d entry blocks, %d exit types;%d vstupních bloků, %d typů pro výstup
yes;ano
Cross checks;Cross check kontroly
Money Management method;Metoda pro money managent
Risk Management method;Metoda řízení rizik
SMTP server is not configured.;SMTP server není nakonfigurován.
Email is not valid.;Email není platný.
Options settings not found in XML config;Nastavení nebylo nalezeno v XML konfiguraci
No parameters selected;Žádné parametry vybrány
Cannot get distribution value;Nelze získat distribuční hodnotu
Cannot get maxSteps value;Nelze získat hodnotu maxSteps
Cannot find XML Task element;Nelze najít XML element úlohy
Cannot recognize task type;Nemůže rozpoznat typ úlohy
Max strategies count not set or invalid;Max strategie Počet není nastavena nebo je neplatný
Passed strategies count not set or has invalid value;Uplynulo strategie Počet není nastavena nebo má neplatnou hodnotu
Stop condition type not set;Typ podmínky není nastaven
Cannot load custom filters.;Nelze načíst volitelné filtry.
Cannot load automatic filters.;Nelze načíst automatické filtry.
Cannot load fitness function;Nelze načíst fitness funkci
Fitness computation;Fitness výpočet
Islands number must be between 1 and 100;Počet ostrovů musí být mezi 1 a 100
Improve type not set;Typ vylepšení není nastaven
Improve strategy file not set;Zlepšování souboru strategie není nastaveno
Improve databank not set;Zlepšování databanky není nastaveno
Additional charts number not set or invalid;Počet dodatečných grafů není nastaven nebo je nesprávný
Starting strategies filtering...;Spouštění filtrování strategií …
%s, deleted: %s;%s, smazáno: %s
%s, copied: %s;%s, zkopírováno: %s
%s, moved: %s;%s, přesunuto: %s
fit %s;odpovídá %s
not fit %s;neodpovídá %s
Task notification for project %s;Oznámení k úkolu k projektu %s
Note - Project is paused, waiting for your action.;Poznámka - Projekt je pozastavena, čeká na vaši akci.
Please don't reply to this email, it is not watched!;Prosím, neodpovídejte na tento e-mail, není sledován!
SQ Task notification for project %s;Oznámení SQ úkol pro projekt %s
Task notification was successfully sent.;Upozornění na úkol byl úspěšně odeslán.
Task notification could not be sent. Please check your SMTP settings.;Oznámení o úkolu nebylo možné odeslat. Zkontrolujte nastavení SMTP.
Project is paused, waiting for your action.;Projekt je pozastaven, čeká na vaši akci.
{{tab.translatedTitle}};{{Tab.translatedTitle}}
cope.in;cope.in
No result chosen - Double-click on result on databank to see the details;Nevybrán výsledek - dvojitým kliknutím na výsledek na databanku zobrazíte detaily
%d tests with %d simulations;%d testů s %d simulacemi
%d more;%d více
%d conditions;%d podmínky
Exit params used;Využité výstupní parametry
Exit params unused;Nevyužité výstupní parametry
Booleans;Hodnoty Booleans
Save source code;Uložit zdrojový kód
Copy to clipboard failed.;Kopírovat do schránky se nezdařilo.
Data are imported historical data into the program. Data manager allows you to import history from files, or to download it directly from online sources.<br/>Every data is linked with instrument that contains the definition of the imported symbol.;Do programu jsou importována historická data. Správce dat umožňuje importovat historii ze souborů, nebo si jej stáhnout přímo z internetových zdrojů. <br/> Každá dat je spojeno s přístrojem, který obsahuje definici importovaného symbolu.
Instruments are symbol specifications. Here you specify what is their type, point value pip/tick size, etc.<br/>For example, you can have multiple EURUSD data imported from various sources, but they all share the same instrument - EURUSD.;Instrument jsou specifikace symbolu. Zde určíte jejich typ, hodnotu bodu, velikosti pip/tick, atd.<br/>Můžete mít například více dat EURUSD importovaných z různých zdrojů, avšak všichni sdílejí stejný instrument - EURUSD.
Sessions are definitions of trading time, from market opening to market closing.<br/>Please note that they are not used and not supported in forex / MetaTrader, you can safely use Forex_247 session in MT4.;Seance jsou definice obchodování době od otevření trhu do jeho uzavření.<br/>Upozorňujeme, že se nepoužívají a nejsou podporovány ve forex / MetaTrader, kde můžete bez obav použít pro MT4 Forex_247.
High;High
Low;Low
Median;Median
Typical;Typický
Weighted;Vážený
Year Markers;Značky pro rok
Trend line;Trendová čára
Choose Money Management method;Vybrat Money Management metodu
Choose Risk Management method;Vybrat Risk Management metodu
Grid;Grid
Clear data;Vyčistit data
Bar type;Typ úsečky
Trade;Obchod
&nbsp;&nbsp
Add new project;Přidat nový projekt
Project name;Název projektu
Create;Vytvořit
Create new project;Vytvořit nový projekt
Open existing project;Otevřít existující projekt
Add new task;Přidat nový úkol
Choose task type;Zvolit typ úlohy
Text;Text
Case sensitive;Citlivý na velká písmena
Regular expression;Regulární výraz
Whole word;Celé slovo
Save as..;Uložit jako..
Create new directory;Vytvořit nový adresář
Create new;Vytvořit nový
Rename file;Přejmenovat soubor
Modify indicator parameters;Upravit parametry indikátoru
default:;Výchozí:
Shift;Posun
Errors;Chyby
Indicator tester;Tester indikátoru
Bars to reserve;Úseček rezervovat
Test data folder;Složka testovacích dat
How to make an indicator test file;Jak vytvořit soubor testu indikátoru
Download complete indicators tests;Stáhněte si kompletní testy indikátorů
Number of bars to be ignored at the beginning of the file. This setting is necessary, because some indicators have a certain initialization period during which the values may not match.;Počet úseček, které mají být ignorovány na začátku souboru. Toto nastavení je nutné, protože některé indikátory mají stanovenou doba, během níž hodnoty neodpovídají.
Add new test;Přidat nový test
New indicator test;Nový test indikátoru
Select indicators to test;Zvolte indikátory pro testování
What to do;Co dělat
Tasks;Úkoly
DATABANKS:;DATABANKY:
STRATEGIES:;STRATEGIE:
StrategyQuant standard snippet - code locked;StrategyQuant standardní kód - zamčeno
The UI is loading, please wait...;Uživatelské rozhraní se načítá, čekejte prosím ...
Projects;Projekty
Grid engine overview;Grid přehled 
Auto-refresh every 3 seconds;Auto-obnovení každé 3 sekundy
Jobs in progress;Právě probíhající úlohy
Waiting jobs;Čekající úlohy
Last 100 finished jobs;Posledních 100 dokončených úloh
Job ID;ID úlohy
Job group ID;ID skupiny úloh
Status;Stav
Created;Vytvořeno
Started;Zahájena
Run time;Čas běhu
No jobs in progress.;Žádná práce probíhá.
No waiting jobs.;Žádné čekající úlohy.
Duration;Doba trvání
No finished jobs.;Žádné dokončené úlohy.
Continuous;Nepřetržitý
One time;Jednou
Waiting;Čekání
Running;Běh
Success;Úspěch
Local grid;Místní síť
Compilation;Sestavení
Compiling classes...;Kompilace tříd ...
No data.;Žádná data.
No search results available.;Výsledky k dispozici žádné vyhledávání.
Searched '%s' - %d matches;Hledaný '%s' - %d shod
File '%s' contains unsaved changes.<br>Do you really want to close it?;Soubor '%s' obsahuje neuložené změny.<br>Opravdu chcete zavřít?
New file;Nový soubor
New directory;Nový adresář
Templates;Šablony
Are you sure you want to remove this file?;Jste si jisti, že chcete odstranit tento soubor?
Do you really want to refresh this file from disc? Unsaved changes will be lost.;Opravdu chcete obnovit tento soubor z disku? Neuložené změny budou ztraceny.
Test file name;Název testovacího souboru
Exists?;Existuje?
Decimals;Desetinná čísla
Test result;Výsledek testu
No tests.;Žádné testy.
Decimals count must be a number;Počet desetinných míst musí být číslo
SQ value;Hodnota SQ
Value from file;Hodnota ze souboru
No errors.;Žádné chyby.
Indicator '%s' not found;Ukazatel '%s' nebyl nalezen
Remove test;Odebrat testu
Do you want to remove test '%s'?;Chcete odstranit testem '%s'?
Remove tests;Odstranění testů
Do you want to remove all tests?;Přejete si, aby se odstranily všechny testy?
Indicator tests successfully downloaded;Testy indikátorů úspěšně staženy
Indicator tests download;Stažení testu indikátorů
ethod.na;ethod.na
Remove project;Odebrat projekt
Are you sure you want to remove '%s' project?;Jste si jisti, že chcete odstranit projekt '%s'?
SQX Project Files;SQX Soubory projektů
Save project;Uložit projekt
Cannot change tasks flow while the project is running;Nelze měnit úkoly, zatímco projekt běží
Condition that is always false.;Podmínka, která je vždy nesplněna.
No conditions;Žádné podmínky
Going to task: %s, %s;Přecházím na úkol: %s, %s
Project '%s' has reached task '%s'.;Projekt '%s' dosáhl úkol '%s'.
StrategyQuant Test Email;StrategyQuant testovací e-mail
This is a test email.;Toto je testovací e-mail.
Test Email was sent to your email address.;Testovací e-mail byl odeslán na vaši e-mailovou adresu.
Test Email could not be sent. Please check your SMTP settings.;Testovací e-mail se nepodařilo odeslat. Zkontrolujte nastavení SMTP.
View data for;Zobrazení dat pro
Symbol name;Název symbolu
Imported records;Importované záznamy
View timeframe;Zobrazit časový rámec
Chart is not available for tick data.;Graf není k dispozici pro ticková data.
Loading data...;Načítání dat...
Summary;Souhrn
Issue;Problém
% of data;% Dat
Gaps;Gapy
Spikes;Špičky
Bad OHLC;Špatné hodnoty OHLC
Graphical view;Grafické zobrazení
Detailed list;Podrobný seznam
Processing ...;Zpracovává se ...
Analyze data quality is not available for Tick and Intraday data.;Analýza kvality dat není k dispozici pro ticková a intraday data.
Strategy '%s' doesn't exist.;Strategie '%s' neexistuje.
Cannot start project.;Nelze spustit projekt.
Restarting genetic evolution;Restartování genetické evoluce
GRID: Stopping build, job failures (exceptions) exceeded 70%!;GRID: Zastavuji stavění, počet selhání (výjimky) přesáhlo 70%!
Loading data and starting test run...;Načítání dat a zahájení zkušebního testu ...
Test run finished ok;Zkušební test skončil v pořádku
Starting strategies generation...;Spouštění generování strategií ...
Build finished because databank is full;Stavba strategií skončila, protože databanka je plná
Build finished because totally %d strategies were generated, excluding dismissed;Stavba strategií dokončena, celkem %d strategií bylo vytvořeno, s výjimkou zamítnutých
Created new batch of strategies, evaluating them...;Vytvořena nová várka strategií, oveřuji je ...
Starting optimization...;Spuštění optimalizace ...
Starting strategies retesting...;Spuštění retestování strategií …
No strategies in databank, nothing to retest!;Žádná strategie v databance, není co retestovat!
Result '%s' doesn't contain strategy, skipping!;Výsledek '%s' neobsahuje strategii, přeskakuji!
GRID: Stopping retest, job failures (exceptions) exceeded 70%!;GRID: Zastavuji retest z důvodu selhání (výjimky) více jak 70%!
GRID: Error while processing strategy result - %s;GRID: Chyba při zpracování výsledků strategie - %s
GRID: Error while creating batch of jobs - %s;GRID: Chyba při vytváření skupiny úloh - %s
Select target;Vybrat cíl
File prefix;Předpona souboru
You can choose only one symbol to export.;Můžete si vybrat pouze jeden symbol pro export.
multiple;násobek
Directory cannot be empty.;Adresář nemůže být prázdný.
Symbol '%s' doesn't have data in this range.;Symbol '%s' nemá data v tomto rozsahu.
Port;Port
Results for;Výsledky pro
version;verze
Homepage;Web
Get Support;Získat podporu
Reset license;Resetovat licenci
Purchase;Nakoupit
Continue;Pokračovat
License number;Číslo licence
licensed to;licencováno do
valid until;platné do
Exit;Odejít
Enter License Number;Zadejte Číslo Licence
Update License;Aktualizovat licenci
Close;Zavřít
Symbol;Symbol
Symbol Name/Description;Symbol Name/Description
Timeframe;Timeframe
Pip/Tick Point;Pip/Tick bod
Pip/Tick value in $;Pip/Tick value in $
Data From - To;Data Od - Do
Total Days;Celkem dní
Total Records;Celkem záznamů
Default Spread;Standardní Spread
Costs (r/t);Náklady (r/t)
There are less columns than specified in Skip Columns parameter!;"Je zvoleno méně sloupců než je zadáno v parametru ""Přeskakuj sloupce""!"
There are not enough data columns in the file! Found: %d, Required: %d;Nebylo nalezeno dostatek sloupců v souboru! Nalezeno: %d, Požadováno: %d
Bid cannot be bigger than Ask, please check your columns!;Bid nemůže být větší než Ask, prosím zkontrolujte soubor!
Cannot recognize date and time!;Nebylo možné rozpoznat datum a čas!
Error parsing on row: %d, line contents: %s, message: %s;Chyba při analýze na řádku: %d, obsah řádku: %s, zpráva: %s
Cannot have indicator value in data file!;V datovém souboru nesmí být hodnoty indikátorů!
The number of columns in data file doesn't match!;Počet sloupců v datovém souboru neodpovídá
Uknown date format!;Neznámý datový formát!
Parse DateTime failed!;Analýza data a času selhala!
Date;Datum
Format;Formát
Cannot read lines at line: %d;Nelze načíst data na řádku: %d
Error parsing on line: %d, message: %s;Chyba analýzy na řádku: %d, zpráva: %s
Checking the data file;Kontroluji datový soubor
Step 1 of %d: Importing the data file...;Krok 1 z %d: Importuji datový soubor...
Step 2 of %d: Recomputing base timeframe...;Krok 2 z %d: Přepočítávám základní timeframe
Step %d of %d: Recomputing higher timeframes...;Krok %d z %d: Přepočítávám vyšší timeframe...
Step %d of %d: Recomputing daily timeframe...;Krok %d z %d: Přepočítávám denní timeframe...
There was a problem with import: %s;Nastal problém při importu: %s
Import completed;Import dokončen
Import file has unknown or unsupported timeframe!;Nahraný soubor má neznámý nebo nepodporovaný timeframe!
Import exception;Chyba importu
Import file has different timeframe than the symbol whereyou want to import it!;Importovaný soubor má jiný timeframe než symbol, do kterého chcete data importovat!
Exception during import: Cannot load first and last date, bad file format?;Chyba během importu: Nelze načíst první a poslední datum, možná špatný formát souboru.
